"GameId";"Season";"SeasonType"
"2005020009";"2005-2006";"Regular Season"
"2005020010";"2005-2006";"Regular Season"
"2005020011";"2005-2006";"Regular Season"
"2005020012";"2005-2006";"Regular Season"
"2005020013";"2005-2006";"Regular Season"
"2005020014";"2005-2006";"Regular Season"
"2005020015";"2005-2006";"Regular Season"
"2005020016";"2005-2006";"Regular Season"
"2005020017";"2005-2006";"Regular Season"
"2005020018";"2005-2006";"Regular Season"
"2005020019";"2005-2006";"Regular Season"
"2005020020";"2005-2006";"Regular Season"
"2005020021";"2005-2006";"Regular Season"
"2005020022";"2005-2006";"Regular Season"
"2005020023";"2005-2006";"Regular Season"
"2005020024";"2005-2006";"Regular Season"
"2005020025";"2005-2006";"Regular Season"
"2005020026";"2005-2006";"Regular Season"
"2005020027";"2005-2006";"Regular Season"
"2005020028";"2005-2006";"Regular Season"
"2005020029";"2005-2006";"Regular Season"
"2005020030";"2005-2006";"Regular Season"
"2005020031";"2005-2006";"Regular Season"
"2005020032";"2005-2006";"Regular Season"
"2005020033";"2005-2006";"Regular Season"
"2005020034";"2005-2006";"Regular Season"
"2005020035";"2005-2006";"Regular Season"
"2005020036";"2005-2006";"Regular Season"
"2005020037";"2005-2006";"Regular Season"
"2005020038";"2005-2006";"Regular Season"
"2005020039";"2005-2006";"Regular Season"
"2005020040";"2005-2006";"Regular Season"
"2005020041";"2005-2006";"Regular Season"
"2005020042";"2005-2006";"Regular Season"
"2005020043";"2005-2006";"Regular Season"
"2005020044";"2005-2006";"Regular Season"
"2005020045";"2005-2006";"Regular Season"
"2005020046";"2005-2006";"Regular Season"
"2005020047";"2005-2006";"Regular Season"
"2005020048";"2005-2006";"Regular Season"
"2005020049";"2005-2006";"Regular Season"
"2005020050";"2005-2006";"Regular Season"
"2005020051";"2005-2006";"Regular Season"
"2005020052";"2005-2006";"Regular Season"
"2005020053";"2005-2006";"Regular Season"
"2005020054";"2005-2006";"Regular Season"
"2005020055";"2005-2006";"Regular Season"
"2005020056";"2005-2006";"Regular Season"
"2005020057";"2005-2006";"Regular Season"
"2005020058";"2005-2006";"Regular Season"
"2005020059";"2005-2006";"Regular Season"
"2005020060";"2005-2006";"Regular Season"
"2005020061";"2005-2006";"Regular Season"
"2005020062";"2005-2006";"Regular Season"
"2005020063";"2005-2006";"Regular Season"
"2005020064";"2005-2006";"Regular Season"
"2005020065";"2005-2006";"Regular Season"
"2005020066";"2005-2006";"Regular Season"
"2005020067";"2005-2006";"Regular Season"
"2005020068";"2005-2006";"Regular Season"
"2005020069";"2005-2006";"Regular Season"
"2005020070";"2005-2006";"Regular Season"
"2005020071";"2005-2006";"Regular Season"
"2005020072";"2005-2006";"Regular Season"
"2005020073";"2005-2006";"Regular Season"
"2005020074";"2005-2006";"Regular Season"
"2005020075";"2005-2006";"Regular Season"
"2005020076";"2005-2006";"Regular Season"
"2005020077";"2005-2006";"Regular Season"
"2005020078";"2005-2006";"Regular Season"
"2005020079";"2005-2006";"Regular Season"
"2005020080";"2005-2006";"Regular Season"
"2005020081";"2005-2006";"Regular Season"
"2005020082";"2005-2006";"Regular Season"
"2005020083";"2005-2006";"Regular Season"
"2005020084";"2005-2006";"Regular Season"
"2005020085";"2005-2006";"Regular Season"
"2005020086";"2005-2006";"Regular Season"
"2005020087";"2005-2006";"Regular Season"
"2005020088";"2005-2006";"Regular Season"
"2005020089";"2005-2006";"Regular Season"
"2005020090";"2005-2006";"Regular Season"
"2005020091";"2005-2006";"Regular Season"
"2005020092";"2005-2006";"Regular Season"
"2005020093";"2005-2006";"Regular Season"
"2005020094";"2005-2006";"Regular Season"
"2005020095";"2005-2006";"Regular Season"
"2005020096";"2005-2006";"Regular Season"
"2005020097";"2005-2006";"Regular Season"
"2005020098";"2005-2006";"Regular Season"
"2005020099";"2005-2006";"Regular Season"
"2005020100";"2005-2006";"Regular Season"
"2005020101";"2005-2006";"Regular Season"
"2005020102";"2005-2006";"Regular Season"
"2005020103";"2005-2006";"Regular Season"
"2005020104";"2005-2006";"Regular Season"
"2005020105";"2005-2006";"Regular Season"
"2005020106";"2005-2006";"Regular Season"
"2005020107";"2005-2006";"Regular Season"
"2005020108";"2005-2006";"Regular Season"
"2005020109";"2005-2006";"Regular Season"
"2005020110";"2005-2006";"Regular Season"
"2005020111";"2005-2006";"Regular Season"
"2005020112";"2005-2006";"Regular Season"
"2005020113";"2005-2006";"Regular Season"
"2005020114";"2005-2006";"Regular Season"
"2005020115";"2005-2006";"Regular Season"
"2005020116";"2005-2006";"Regular Season"
"2005020117";"2005-2006";"Regular Season"
"2005020118";"2005-2006";"Regular Season"
"2005020119";"2005-2006";"Regular Season"
"2005020120";"2005-2006";"Regular Season"
"2005020121";"2005-2006";"Regular Season"
"2005020122";"2005-2006";"Regular Season"
"2005020123";"2005-2006";"Regular Season"
"2005020124";"2005-2006";"Regular Season"
"2005020125";"2005-2006";"Regular Season"
"2005020126";"2005-2006";"Regular Season"
"2005020127";"2005-2006";"Regular Season"
"2005020128";"2005-2006";"Regular Season"
"2005020129";"2005-2006";"Regular Season"
"2005020130";"2005-2006";"Regular Season"
"2005020131";"2005-2006";"Regular Season"
"2005020132";"2005-2006";"Regular Season"
"2005020133";"2005-2006";"Regular Season"
"2005020134";"2005-2006";"Regular Season"
"2005020135";"2005-2006";"Regular Season"
"2005020136";"2005-2006";"Regular Season"
"2005020137";"2005-2006";"Regular Season"
"2005020138";"2005-2006";"Regular Season"
"2005020139";"2005-2006";"Regular Season"
"2005020140";"2005-2006";"Regular Season"
"2005020141";"2005-2006";"Regular Season"
"2005020142";"2005-2006";"Regular Season"
"2005020143";"2005-2006";"Regular Season"
"2005020144";"2005-2006";"Regular Season"
"2005020145";"2005-2006";"Regular Season"
"2005020146";"2005-2006";"Regular Season"
"2005020147";"2005-2006";"Regular Season"
"2005020148";"2005-2006";"Regular Season"
"2005020149";"2005-2006";"Regular Season"
"2005020150";"2005-2006";"Regular Season"
"2005020151";"2005-2006";"Regular Season"
"2005020152";"2005-2006";"Regular Season"
"2005020153";"2005-2006";"Regular Season"
"2005020154";"2005-2006";"Regular Season"
"2005020155";"2005-2006";"Regular Season"
"2005020156";"2005-2006";"Regular Season"
"2005020157";"2005-2006";"Regular Season"
"2005020158";"2005-2006";"Regular Season"
"2005020159";"2005-2006";"Regular Season"
"2005020160";"2005-2006";"Regular Season"
"2005020161";"2005-2006";"Regular Season"
"2005020162";"2005-2006";"Regular Season"
"2005020163";"2005-2006";"Regular Season"
"2005020164";"2005-2006";"Regular Season"
"2005020165";"2005-2006";"Regular Season"
"2005020166";"2005-2006";"Regular Season"
"2005020167";"2005-2006";"Regular Season"
"2005020168";"2005-2006";"Regular Season"
"2005020169";"2005-2006";"Regular Season"
"2005020170";"2005-2006";"Regular Season"
"2005020171";"2005-2006";"Regular Season"
"2005020172";"2005-2006";"Regular Season"
"2005020173";"2005-2006";"Regular Season"
"2005020174";"2005-2006";"Regular Season"
"2005020175";"2005-2006";"Regular Season"
"2005020176";"2005-2006";"Regular Season"
"2005020177";"2005-2006";"Regular Season"
"2005020178";"2005-2006";"Regular Season"
"2005020179";"2005-2006";"Regular Season"
"2005020180";"2005-2006";"Regular Season"
"2005020181";"2005-2006";"Regular Season"
"2005020182";"2005-2006";"Regular Season"
"2005020183";"2005-2006";"Regular Season"
"2005020184";"2005-2006";"Regular Season"
"2005020185";"2005-2006";"Regular Season"
"2005020186";"2005-2006";"Regular Season"
"2005020187";"2005-2006";"Regular Season"
"2005020188";"2005-2006";"Regular Season"
"2005020189";"2005-2006";"Regular Season"
"2005020190";"2005-2006";"Regular Season"
"2005020191";"2005-2006";"Regular Season"
"2005020192";"2005-2006";"Regular Season"
"2005020193";"2005-2006";"Regular Season"
"2005020194";"2005-2006";"Regular Season"
"2005020195";"2005-2006";"Regular Season"
"2005020196";"2005-2006";"Regular Season"
"2005020197";"2005-2006";"Regular Season"
"2005020198";"2005-2006";"Regular Season"
"2005020199";"2005-2006";"Regular Season"
"2005020200";"2005-2006";"Regular Season"
"2005020201";"2005-2006";"Regular Season"
"2005020202";"2005-2006";"Regular Season"
"2005020203";"2005-2006";"Regular Season"
"2005020204";"2005-2006";"Regular Season"
"2005020205";"2005-2006";"Regular Season"
"2005020206";"2005-2006";"Regular Season"
"2005020207";"2005-2006";"Regular Season"
"2005020208";"2005-2006";"Regular Season"
"2005020209";"2005-2006";"Regular Season"
"2005020210";"2005-2006";"Regular Season"
"2005020211";"2005-2006";"Regular Season"
"2005020212";"2005-2006";"Regular Season"
"2005020213";"2005-2006";"Regular Season"
"2005020214";"2005-2006";"Regular Season"
"2005020215";"2005-2006";"Regular Season"
"2005020216";"2005-2006";"Regular Season"
"2005020217";"2005-2006";"Regular Season"
"2005020218";"2005-2006";"Regular Season"
"2005020219";"2005-2006";"Regular Season"
"2005020220";"2005-2006";"Regular Season"
"2005020221";"2005-2006";"Regular Season"
"2005020222";"2005-2006";"Regular Season"
"2005020223";"2005-2006";"Regular Season"
"2005020224";"2005-2006";"Regular Season"
"2005020225";"2005-2006";"Regular Season"
"2005020226";"2005-2006";"Regular Season"
"2005020227";"2005-2006";"Regular Season"
"2005020228";"2005-2006";"Regular Season"
"2005020229";"2005-2006";"Regular Season"
"2005020230";"2005-2006";"Regular Season"
"2005020231";"2005-2006";"Regular Season"
"2005020232";"2005-2006";"Regular Season"
"2005020233";"2005-2006";"Regular Season"
"2005020234";"2005-2006";"Regular Season"
"2005020235";"2005-2006";"Regular Season"
"2005020236";"2005-2006";"Regular Season"
"2005020237";"2005-2006";"Regular Season"
"2005020238";"2005-2006";"Regular Season"
"2005020239";"2005-2006";"Regular Season"
"2005020240";"2005-2006";"Regular Season"
"2005020241";"2005-2006";"Regular Season"
"2005020242";"2005-2006";"Regular Season"
"2005020243";"2005-2006";"Regular Season"
"2005020244";"2005-2006";"Regular Season"
"2005020245";"2005-2006";"Regular Season"
"2005020246";"2005-2006";"Regular Season"
"2005020247";"2005-2006";"Regular Season"
"2005020248";"2005-2006";"Regular Season"
"2005020249";"2005-2006";"Regular Season"
"2005020250";"2005-2006";"Regular Season"
"2005020251";"2005-2006";"Regular Season"
"2005020252";"2005-2006";"Regular Season"
"2005020253";"2005-2006";"Regular Season"
"2005020254";"2005-2006";"Regular Season"
"2005020255";"2005-2006";"Regular Season"
"2005020256";"2005-2006";"Regular Season"
"2005020257";"2005-2006";"Regular Season"
"2005020258";"2005-2006";"Regular Season"
"2005020259";"2005-2006";"Regular Season"
"2005020260";"2005-2006";"Regular Season"
"2005020261";"2005-2006";"Regular Season"
"2005020262";"2005-2006";"Regular Season"
"2005020263";"2005-2006";"Regular Season"
"2005020264";"2005-2006";"Regular Season"
"2005020265";"2005-2006";"Regular Season"
"2005020266";"2005-2006";"Regular Season"
"2005020267";"2005-2006";"Regular Season"
"2005020268";"2005-2006";"Regular Season"
"2005020269";"2005-2006";"Regular Season"
"2005020270";"2005-2006";"Regular Season"
"2005020271";"2005-2006";"Regular Season"
"2005020272";"2005-2006";"Regular Season"
"2005020273";"2005-2006";"Regular Season"
"2005020274";"2005-2006";"Regular Season"
"2005020275";"2005-2006";"Regular Season"
"2005020276";"2005-2006";"Regular Season"
"2005020277";"2005-2006";"Regular Season"
"2005020278";"2005-2006";"Regular Season"
"2005020279";"2005-2006";"Regular Season"
"2005020280";"2005-2006";"Regular Season"
"2005020281";"2005-2006";"Regular Season"
"2005020282";"2005-2006";"Regular Season"
"2005020283";"2005-2006";"Regular Season"
"2005020284";"2005-2006";"Regular Season"
"2005020285";"2005-2006";"Regular Season"
"2005020286";"2005-2006";"Regular Season"
"2005020287";"2005-2006";"Regular Season"
"2005020288";"2005-2006";"Regular Season"
"2005020289";"2005-2006";"Regular Season"
"2005020290";"2005-2006";"Regular Season"
"2005020291";"2005-2006";"Regular Season"
"2005020292";"2005-2006";"Regular Season"
"2005020293";"2005-2006";"Regular Season"
"2005020294";"2005-2006";"Regular Season"
"2005020295";"2005-2006";"Regular Season"
"2005020296";"2005-2006";"Regular Season"
"2005020297";"2005-2006";"Regular Season"
"2005020298";"2005-2006";"Regular Season"
"2005020299";"2005-2006";"Regular Season"
"2005020300";"2005-2006";"Regular Season"
"2005020301";"2005-2006";"Regular Season"
"2005020302";"2005-2006";"Regular Season"
"2005020303";"2005-2006";"Regular Season"
"2005020304";"2005-2006";"Regular Season"
"2005020305";"2005-2006";"Regular Season"
"2005020306";"2005-2006";"Regular Season"
"2005020307";"2005-2006";"Regular Season"
"2005020308";"2005-2006";"Regular Season"
"2005020309";"2005-2006";"Regular Season"
"2005020310";"2005-2006";"Regular Season"
"2005020311";"2005-2006";"Regular Season"
"2005020312";"2005-2006";"Regular Season"
"2005020313";"2005-2006";"Regular Season"
"2005020314";"2005-2006";"Regular Season"
"2005020315";"2005-2006";"Regular Season"
"2005020316";"2005-2006";"Regular Season"
"2005020317";"2005-2006";"Regular Season"
"2005020318";"2005-2006";"Regular Season"
"2005020319";"2005-2006";"Regular Season"
"2005020320";"2005-2006";"Regular Season"
"2005020321";"2005-2006";"Regular Season"
"2005020322";"2005-2006";"Regular Season"
"2005020323";"2005-2006";"Regular Season"
"2005020324";"2005-2006";"Regular Season"
"2005020325";"2005-2006";"Regular Season"
"2005020326";"2005-2006";"Regular Season"
"2005020327";"2005-2006";"Regular Season"
"2005020328";"2005-2006";"Regular Season"
"2005020329";"2005-2006";"Regular Season"
"2005020330";"2005-2006";"Regular Season"
"2005020331";"2005-2006";"Regular Season"
"2005020332";"2005-2006";"Regular Season"
"2005020333";"2005-2006";"Regular Season"
"2005020334";"2005-2006";"Regular Season"
"2005020335";"2005-2006";"Regular Season"
"2005020336";"2005-2006";"Regular Season"
"2005020337";"2005-2006";"Regular Season"
"2005020338";"2005-2006";"Regular Season"
"2005020339";"2005-2006";"Regular Season"
"2005020340";"2005-2006";"Regular Season"
"2005020341";"2005-2006";"Regular Season"
"2005020342";"2005-2006";"Regular Season"
"2005020343";"2005-2006";"Regular Season"
"2005020344";"2005-2006";"Regular Season"
"2005020345";"2005-2006";"Regular Season"
"2005020346";"2005-2006";"Regular Season"
"2005020347";"2005-2006";"Regular Season"
"2005020348";"2005-2006";"Regular Season"
"2005020349";"2005-2006";"Regular Season"
"2005020350";"2005-2006";"Regular Season"
"2005020351";"2005-2006";"Regular Season"
"2005020352";"2005-2006";"Regular Season"
"2005020353";"2005-2006";"Regular Season"
"2005020354";"2005-2006";"Regular Season"
"2005020355";"2005-2006";"Regular Season"
"2005020356";"2005-2006";"Regular Season"
"2005020357";"2005-2006";"Regular Season"
"2005020358";"2005-2006";"Regular Season"
"2005020359";"2005-2006";"Regular Season"
"2005020360";"2005-2006";"Regular Season"
"2005020361";"2005-2006";"Regular Season"
"2005020362";"2005-2006";"Regular Season"
"2005020363";"2005-2006";"Regular Season"
"2005020364";"2005-2006";"Regular Season"
"2005020365";"2005-2006";"Regular Season"
"2005020366";"2005-2006";"Regular Season"
"2005020367";"2005-2006";"Regular Season"
"2005020368";"2005-2006";"Regular Season"
"2005020369";"2005-2006";"Regular Season"
"2005020370";"2005-2006";"Regular Season"
"2005020371";"2005-2006";"Regular Season"
"2005020372";"2005-2006";"Regular Season"
"2005020373";"2005-2006";"Regular Season"
"2005020374";"2005-2006";"Regular Season"
"2005020375";"2005-2006";"Regular Season"
"2005020376";"2005-2006";"Regular Season"
"2005020377";"2005-2006";"Regular Season"
"2005020378";"2005-2006";"Regular Season"
"2005020379";"2005-2006";"Regular Season"
"2005020380";"2005-2006";"Regular Season"
"2005020381";"2005-2006";"Regular Season"
"2005020382";"2005-2006";"Regular Season"
"2005020383";"2005-2006";"Regular Season"
"2005020384";"2005-2006";"Regular Season"
"2005020385";"2005-2006";"Regular Season"
"2005020386";"2005-2006";"Regular Season"
"2005020387";"2005-2006";"Regular Season"
"2005020388";"2005-2006";"Regular Season"
"2005020389";"2005-2006";"Regular Season"
"2005020390";"2005-2006";"Regular Season"
"2005020391";"2005-2006";"Regular Season"
"2005020392";"2005-2006";"Regular Season"
"2005020393";"2005-2006";"Regular Season"
"2005020394";"2005-2006";"Regular Season"
"2005020395";"2005-2006";"Regular Season"
"2005020396";"2005-2006";"Regular Season"
"2005020397";"2005-2006";"Regular Season"
"2005020398";"2005-2006";"Regular Season"
"2005020399";"2005-2006";"Regular Season"
"2005020400";"2005-2006";"Regular Season"
"2005020401";"2005-2006";"Regular Season"
"2005020402";"2005-2006";"Regular Season"
"2005020403";"2005-2006";"Regular Season"
"2005020404";"2005-2006";"Regular Season"
"2005020405";"2005-2006";"Regular Season"
"2005020406";"2005-2006";"Regular Season"
"2005020407";"2005-2006";"Regular Season"
"2005020408";"2005-2006";"Regular Season"
"2005020409";"2005-2006";"Regular Season"
"2005020410";"2005-2006";"Regular Season"
"2005020411";"2005-2006";"Regular Season"
"2005020412";"2005-2006";"Regular Season"
"2005020413";"2005-2006";"Regular Season"
"2005020414";"2005-2006";"Regular Season"
"2005020415";"2005-2006";"Regular Season"
"2005020416";"2005-2006";"Regular Season"
"2005020417";"2005-2006";"Regular Season"
"2005020418";"2005-2006";"Regular Season"
"2005020419";"2005-2006";"Regular Season"
"2005020420";"2005-2006";"Regular Season"
"2005020421";"2005-2006";"Regular Season"
"2005020422";"2005-2006";"Regular Season"
"2005020423";"2005-2006";"Regular Season"
"2005020424";"2005-2006";"Regular Season"
"2005020425";"2005-2006";"Regular Season"
"2005020426";"2005-2006";"Regular Season"
"2005020427";"2005-2006";"Regular Season"
"2005020428";"2005-2006";"Regular Season"
"2005020429";"2005-2006";"Regular Season"
"2005020430";"2005-2006";"Regular Season"
"2005020431";"2005-2006";"Regular Season"
"2005020432";"2005-2006";"Regular Season"
"2005020433";"2005-2006";"Regular Season"
"2005020434";"2005-2006";"Regular Season"
"2005020435";"2005-2006";"Regular Season"
"2005020436";"2005-2006";"Regular Season"
"2005020437";"2005-2006";"Regular Season"
"2005020438";"2005-2006";"Regular Season"
"2005020439";"2005-2006";"Regular Season"
"2005020440";"2005-2006";"Regular Season"
"2005020441";"2005-2006";"Regular Season"
"2005020442";"2005-2006";"Regular Season"
"2005020443";"2005-2006";"Regular Season"
"2005020444";"2005-2006";"Regular Season"
"2005020445";"2005-2006";"Regular Season"
"2005020446";"2005-2006";"Regular Season"
"2005020447";"2005-2006";"Regular Season"
"2005020448";"2005-2006";"Regular Season"
"2005020449";"2005-2006";"Regular Season"
"2005020450";"2005-2006";"Regular Season"
"2005020451";"2005-2006";"Regular Season"
"2005020452";"2005-2006";"Regular Season"
"2005020453";"2005-2006";"Regular Season"
"2005020454";"2005-2006";"Regular Season"
"2005020455";"2005-2006";"Regular Season"
"2005020456";"2005-2006";"Regular Season"
"2005020457";"2005-2006";"Regular Season"
"2005020458";"2005-2006";"Regular Season"
"2005020459";"2005-2006";"Regular Season"
"2005020460";"2005-2006";"Regular Season"
"2005020461";"2005-2006";"Regular Season"
"2005020462";"2005-2006";"Regular Season"
"2005020463";"2005-2006";"Regular Season"
"2005020464";"2005-2006";"Regular Season"
"2005020465";"2005-2006";"Regular Season"
"2005020466";"2005-2006";"Regular Season"
"2005020467";"2005-2006";"Regular Season"
"2005020468";"2005-2006";"Regular Season"
"2005020469";"2005-2006";"Regular Season"
"2005020470";"2005-2006";"Regular Season"
"2005020471";"2005-2006";"Regular Season"
"2005020472";"2005-2006";"Regular Season"
"2005020473";"2005-2006";"Regular Season"
"2005020474";"2005-2006";"Regular Season"
"2005020475";"2005-2006";"Regular Season"
"2005020476";"2005-2006";"Regular Season"
"2005020477";"2005-2006";"Regular Season"
"2005020478";"2005-2006";"Regular Season"
"2005020479";"2005-2006";"Regular Season"
"2005020480";"2005-2006";"Regular Season"
"2005020481";"2005-2006";"Regular Season"
"2005020482";"2005-2006";"Regular Season"
"2005020483";"2005-2006";"Regular Season"
"2005020484";"2005-2006";"Regular Season"
"2005020485";"2005-2006";"Regular Season"
"2005020486";"2005-2006";"Regular Season"
"2005020487";"2005-2006";"Regular Season"
"2005020488";"2005-2006";"Regular Season"
"2005020489";"2005-2006";"Regular Season"
"2005020490";"2005-2006";"Regular Season"
"2005020491";"2005-2006";"Regular Season"
"2005020492";"2005-2006";"Regular Season"
"2005020493";"2005-2006";"Regular Season"
"2005020494";"2005-2006";"Regular Season"
"2005020495";"2005-2006";"Regular Season"
"2005020496";"2005-2006";"Regular Season"
"2005020497";"2005-2006";"Regular Season"
"2005020498";"2005-2006";"Regular Season"
"2005020499";"2005-2006";"Regular Season"
"2005020500";"2005-2006";"Regular Season"
"2005020501";"2005-2006";"Regular Season"
"2005020502";"2005-2006";"Regular Season"
"2005020503";"2005-2006";"Regular Season"
"2005020504";"2005-2006";"Regular Season"
"2005020505";"2005-2006";"Regular Season"
"2005020506";"2005-2006";"Regular Season"
"2005020507";"2005-2006";"Regular Season"
"2005020508";"2005-2006";"Regular Season"
"2005020509";"2005-2006";"Regular Season"
"2005020510";"2005-2006";"Regular Season"
"2005020511";"2005-2006";"Regular Season"
"2005020512";"2005-2006";"Regular Season"
"2005020513";"2005-2006";"Regular Season"
"2005020514";"2005-2006";"Regular Season"
"2005020515";"2005-2006";"Regular Season"
"2005020516";"2005-2006";"Regular Season"
"2005020517";"2005-2006";"Regular Season"
"2005020518";"2005-2006";"Regular Season"
"2005020519";"2005-2006";"Regular Season"
"2005020520";"2005-2006";"Regular Season"
"2005020521";"2005-2006";"Regular Season"
"2005020522";"2005-2006";"Regular Season"
"2005020523";"2005-2006";"Regular Season"
"2005020524";"2005-2006";"Regular Season"
"2005020525";"2005-2006";"Regular Season"
"2005020526";"2005-2006";"Regular Season"
"2005020527";"2005-2006";"Regular Season"
"2005020528";"2005-2006";"Regular Season"
"2005020529";"2005-2006";"Regular Season"
"2005020530";"2005-2006";"Regular Season"
"2005020531";"2005-2006";"Regular Season"
"2005020532";"2005-2006";"Regular Season"
"2005020533";"2005-2006";"Regular Season"
"2005020534";"2005-2006";"Regular Season"
"2005020535";"2005-2006";"Regular Season"
"2005020536";"2005-2006";"Regular Season"
"2005020537";"2005-2006";"Regular Season"
"2005020538";"2005-2006";"Regular Season"
"2005020539";"2005-2006";"Regular Season"
"2005020540";"2005-2006";"Regular Season"
"2005020541";"2005-2006";"Regular Season"
"2005020542";"2005-2006";"Regular Season"
"2005020543";"2005-2006";"Regular Season"
"2005020544";"2005-2006";"Regular Season"
"2005020545";"2005-2006";"Regular Season"
"2005020546";"2005-2006";"Regular Season"
"2005020547";"2005-2006";"Regular Season"
"2005020548";"2005-2006";"Regular Season"
"2005020549";"2005-2006";"Regular Season"
"2005020550";"2005-2006";"Regular Season"
"2005020551";"2005-2006";"Regular Season"
"2005020552";"2005-2006";"Regular Season"
"2005020553";"2005-2006";"Regular Season"
"2005020554";"2005-2006";"Regular Season"
"2005020555";"2005-2006";"Regular Season"
"2005020556";"2005-2006";"Regular Season"
"2005020557";"2005-2006";"Regular Season"
"2005020558";"2005-2006";"Regular Season"
"2005020559";"2005-2006";"Regular Season"
"2005020560";"2005-2006";"Regular Season"
"2005020561";"2005-2006";"Regular Season"
"2005020562";"2005-2006";"Regular Season"
"2005020563";"2005-2006";"Regular Season"
"2005020564";"2005-2006";"Regular Season"
"2005020565";"2005-2006";"Regular Season"
"2005020566";"2005-2006";"Regular Season"
"2005020567";"2005-2006";"Regular Season"
"2005020568";"2005-2006";"Regular Season"
"2005020569";"2005-2006";"Regular Season"
"2005020570";"2005-2006";"Regular Season"
"2005020571";"2005-2006";"Regular Season"
"2005020572";"2005-2006";"Regular Season"
"2005020573";"2005-2006";"Regular Season"
"2005020574";"2005-2006";"Regular Season"
"2005020575";"2005-2006";"Regular Season"
"2005020576";"2005-2006";"Regular Season"
"2005020577";"2005-2006";"Regular Season"
"2005020578";"2005-2006";"Regular Season"
"2005020579";"2005-2006";"Regular Season"
"2005020580";"2005-2006";"Regular Season"
"2005020581";"2005-2006";"Regular Season"
"2005020582";"2005-2006";"Regular Season"
"2005020583";"2005-2006";"Regular Season"
"2005020584";"2005-2006";"Regular Season"
"2005020585";"2005-2006";"Regular Season"
"2005020586";"2005-2006";"Regular Season"
"2005020587";"2005-2006";"Regular Season"
"2005020588";"2005-2006";"Regular Season"
"2005020589";"2005-2006";"Regular Season"
"2005020590";"2005-2006";"Regular Season"
"2005020591";"2005-2006";"Regular Season"
"2005020592";"2005-2006";"Regular Season"
"2005020593";"2005-2006";"Regular Season"
"2005020594";"2005-2006";"Regular Season"
"2005020595";"2005-2006";"Regular Season"
"2005020596";"2005-2006";"Regular Season"
"2005020597";"2005-2006";"Regular Season"
"2005020598";"2005-2006";"Regular Season"
"2005020599";"2005-2006";"Regular Season"
"2005020600";"2005-2006";"Regular Season"
"2005020601";"2005-2006";"Regular Season"
"2005020602";"2005-2006";"Regular Season"
"2005020603";"2005-2006";"Regular Season"
"2005020604";"2005-2006";"Regular Season"
"2005020605";"2005-2006";"Regular Season"
"2005020606";"2005-2006";"Regular Season"
"2005020607";"2005-2006";"Regular Season"
"2005020608";"2005-2006";"Regular Season"
"2005020609";"2005-2006";"Regular Season"
"2005020610";"2005-2006";"Regular Season"
"2005020611";"2005-2006";"Regular Season"
"2005020612";"2005-2006";"Regular Season"
"2005020613";"2005-2006";"Regular Season"
"2005020614";"2005-2006";"Regular Season"
"2005020615";"2005-2006";"Regular Season"
"2005020616";"2005-2006";"Regular Season"
"2005020617";"2005-2006";"Regular Season"
"2005020618";"2005-2006";"Regular Season"
"2005020619";"2005-2006";"Regular Season"
"2005020620";"2005-2006";"Regular Season"
"2005020621";"2005-2006";"Regular Season"
"2005020622";"2005-2006";"Regular Season"
"2005020623";"2005-2006";"Regular Season"
"2005020624";"2005-2006";"Regular Season"
"2005020625";"2005-2006";"Regular Season"
"2005020626";"2005-2006";"Regular Season"
"2005020627";"2005-2006";"Regular Season"
"2005020628";"2005-2006";"Regular Season"
"2005020629";"2005-2006";"Regular Season"
"2005020630";"2005-2006";"Regular Season"
"2005020631";"2005-2006";"Regular Season"
"2005020632";"2005-2006";"Regular Season"
"2005020633";"2005-2006";"Regular Season"
"2005020634";"2005-2006";"Regular Season"
"2005020635";"2005-2006";"Regular Season"
"2005020636";"2005-2006";"Regular Season"
"2005020637";"2005-2006";"Regular Season"
"2005020638";"2005-2006";"Regular Season"
"2005020639";"2005-2006";"Regular Season"
"2005020640";"2005-2006";"Regular Season"
"2005020641";"2005-2006";"Regular Season"
"2005020642";"2005-2006";"Regular Season"
"2005020643";"2005-2006";"Regular Season"
"2005020644";"2005-2006";"Regular Season"
"2005020645";"2005-2006";"Regular Season"
"2005020646";"2005-2006";"Regular Season"
"2005020647";"2005-2006";"Regular Season"
"2005020648";"2005-2006";"Regular Season"
"2005020649";"2005-2006";"Regular Season"
"2005020650";"2005-2006";"Regular Season"
"2005020651";"2005-2006";"Regular Season"
"2005020652";"2005-2006";"Regular Season"
"2005020653";"2005-2006";"Regular Season"
"2005020654";"2005-2006";"Regular Season"
"2005020655";"2005-2006";"Regular Season"
"2005020656";"2005-2006";"Regular Season"
"2005020657";"2005-2006";"Regular Season"
"2005020658";"2005-2006";"Regular Season"
"2005020659";"2005-2006";"Regular Season"
"2005020660";"2005-2006";"Regular Season"
"2005020661";"2005-2006";"Regular Season"
"2005020662";"2005-2006";"Regular Season"
"2005020663";"2005-2006";"Regular Season"
"2005020664";"2005-2006";"Regular Season"
"2005020665";"2005-2006";"Regular Season"
"2005020666";"2005-2006";"Regular Season"
"2005020667";"2005-2006";"Regular Season"
"2005020668";"2005-2006";"Regular Season"
"2005020669";"2005-2006";"Regular Season"
"2005020670";"2005-2006";"Regular Season"
"2005020671";"2005-2006";"Regular Season"
"2005020672";"2005-2006";"Regular Season"
"2005020673";"2005-2006";"Regular Season"
