"GameId";"Season";"SeasonType"
"2000020001";"2000-2001";"Regular Season"
"2000020002";"2000-2001";"Regular Season"
"2000020003";"2000-2001";"Regular Season"
"2000020004";"2000-2001";"Regular Season"
"2000020005";"2000-2001";"Regular Season"
"2000020006";"2000-2001";"Regular Season"
"2000020007";"2000-2001";"Regular Season"
"2000020008";"2000-2001";"Regular Season"
"2000020009";"2000-2001";"Regular Season"
"2000020010";"2000-2001";"Regular Season"
"2000020011";"2000-2001";"Regular Season"
"2000020012";"2000-2001";"Regular Season"
"2000020013";"2000-2001";"Regular Season"
"2000020014";"2000-2001";"Regular Season"
"2000020015";"2000-2001";"Regular Season"
"2000020016";"2000-2001";"Regular Season"
"2000020017";"2000-2001";"Regular Season"
"2000020018";"2000-2001";"Regular Season"
"2000020019";"2000-2001";"Regular Season"
"2000020020";"2000-2001";"Regular Season"
"2000020021";"2000-2001";"Regular Season"
"2000020022";"2000-2001";"Regular Season"
"2000020023";"2000-2001";"Regular Season"
"2000020024";"2000-2001";"Regular Season"
"2000020025";"2000-2001";"Regular Season"
"2000020026";"2000-2001";"Regular Season"
"2000020027";"2000-2001";"Regular Season"
"2000020028";"2000-2001";"Regular Season"
"2000020029";"2000-2001";"Regular Season"
"2000020030";"2000-2001";"Regular Season"
"2000020031";"2000-2001";"Regular Season"
"2000020032";"2000-2001";"Regular Season"
"2000020033";"2000-2001";"Regular Season"
"2000020034";"2000-2001";"Regular Season"
"2000020035";"2000-2001";"Regular Season"
"2000020036";"2000-2001";"Regular Season"
"2000020037";"2000-2001";"Regular Season"
"2000020038";"2000-2001";"Regular Season"
"2000020039";"2000-2001";"Regular Season"
"2000020040";"2000-2001";"Regular Season"
"2000020041";"2000-2001";"Regular Season"
"2000020042";"2000-2001";"Regular Season"
"2000020043";"2000-2001";"Regular Season"
"2000020044";"2000-2001";"Regular Season"
"2000020045";"2000-2001";"Regular Season"
"2000020046";"2000-2001";"Regular Season"
"2000020047";"2000-2001";"Regular Season"
"2000020048";"2000-2001";"Regular Season"
"2000020049";"2000-2001";"Regular Season"
"2000020050";"2000-2001";"Regular Season"
"2000020051";"2000-2001";"Regular Season"
"2000020052";"2000-2001";"Regular Season"
"2000020053";"2000-2001";"Regular Season"
"2000020054";"2000-2001";"Regular Season"
"2000020055";"2000-2001";"Regular Season"
"2000020056";"2000-2001";"Regular Season"
"2000020057";"2000-2001";"Regular Season"
"2000020058";"2000-2001";"Regular Season"
"2000020059";"2000-2001";"Regular Season"
"2000020060";"2000-2001";"Regular Season"
"2000020061";"2000-2001";"Regular Season"
"2000020062";"2000-2001";"Regular Season"
"2000020063";"2000-2001";"Regular Season"
"2000020064";"2000-2001";"Regular Season"
"2000020065";"2000-2001";"Regular Season"
"2000020066";"2000-2001";"Regular Season"
"2000020067";"2000-2001";"Regular Season"
"2000020068";"2000-2001";"Regular Season"
"2000020069";"2000-2001";"Regular Season"
"2000020070";"2000-2001";"Regular Season"
"2000020071";"2000-2001";"Regular Season"
"2000020072";"2000-2001";"Regular Season"
"2000020073";"2000-2001";"Regular Season"
"2000020074";"2000-2001";"Regular Season"
"2000020075";"2000-2001";"Regular Season"
"2000020076";"2000-2001";"Regular Season"
"2000020077";"2000-2001";"Regular Season"
"2000020078";"2000-2001";"Regular Season"
"2000020079";"2000-2001";"Regular Season"
"2000020080";"2000-2001";"Regular Season"
"2000020081";"2000-2001";"Regular Season"
"2000020082";"2000-2001";"Regular Season"
"2000020083";"2000-2001";"Regular Season"
"2000020084";"2000-2001";"Regular Season"
"2000020085";"2000-2001";"Regular Season"
"2000020086";"2000-2001";"Regular Season"
"2000020087";"2000-2001";"Regular Season"
"2000020088";"2000-2001";"Regular Season"
"2000020089";"2000-2001";"Regular Season"
"2000020090";"2000-2001";"Regular Season"
"2000020091";"2000-2001";"Regular Season"
"2000020092";"2000-2001";"Regular Season"
"2000020093";"2000-2001";"Regular Season"
"2000020094";"2000-2001";"Regular Season"
"2000020095";"2000-2001";"Regular Season"
"2000020096";"2000-2001";"Regular Season"
"2000020097";"2000-2001";"Regular Season"
"2000020098";"2000-2001";"Regular Season"
"2000020099";"2000-2001";"Regular Season"
"2000020100";"2000-2001";"Regular Season"
"2000020101";"2000-2001";"Regular Season"
"2000020102";"2000-2001";"Regular Season"
"2000020103";"2000-2001";"Regular Season"
"2000020104";"2000-2001";"Regular Season"
"2000020105";"2000-2001";"Regular Season"
"2000020106";"2000-2001";"Regular Season"
"2000020107";"2000-2001";"Regular Season"
"2000020108";"2000-2001";"Regular Season"
"2000020109";"2000-2001";"Regular Season"
"2000020110";"2000-2001";"Regular Season"
"2000020111";"2000-2001";"Regular Season"
"2000020112";"2000-2001";"Regular Season"
"2000020113";"2000-2001";"Regular Season"
"2000020114";"2000-2001";"Regular Season"
"2000020115";"2000-2001";"Regular Season"
"2000020116";"2000-2001";"Regular Season"
"2000020117";"2000-2001";"Regular Season"
"2000020118";"2000-2001";"Regular Season"
"2000020119";"2000-2001";"Regular Season"
"2000020120";"2000-2001";"Regular Season"
"2000020121";"2000-2001";"Regular Season"
"2000020122";"2000-2001";"Regular Season"
"2000020123";"2000-2001";"Regular Season"
"2000020124";"2000-2001";"Regular Season"
"2000020125";"2000-2001";"Regular Season"
"2000020126";"2000-2001";"Regular Season"
"2000020127";"2000-2001";"Regular Season"
"2000020128";"2000-2001";"Regular Season"
"2000020129";"2000-2001";"Regular Season"
"2000020130";"2000-2001";"Regular Season"
"2000020131";"2000-2001";"Regular Season"
"2000020132";"2000-2001";"Regular Season"
"2000020133";"2000-2001";"Regular Season"
"2000020134";"2000-2001";"Regular Season"
"2000020135";"2000-2001";"Regular Season"
"2000020136";"2000-2001";"Regular Season"
"2000020137";"2000-2001";"Regular Season"
"2000020138";"2000-2001";"Regular Season"
"2000020139";"2000-2001";"Regular Season"
"2000020140";"2000-2001";"Regular Season"
"2000020141";"2000-2001";"Regular Season"
"2000020142";"2000-2001";"Regular Season"
"2000020143";"2000-2001";"Regular Season"
"2000020144";"2000-2001";"Regular Season"
"2000020145";"2000-2001";"Regular Season"
"2000020146";"2000-2001";"Regular Season"
"2000020147";"2000-2001";"Regular Season"
"2000020148";"2000-2001";"Regular Season"
"2000020149";"2000-2001";"Regular Season"
"2000020150";"2000-2001";"Regular Season"
"2000020151";"2000-2001";"Regular Season"
"2000020152";"2000-2001";"Regular Season"
"2000020153";"2000-2001";"Regular Season"
"2000020154";"2000-2001";"Regular Season"
"2000020155";"2000-2001";"Regular Season"
"2000020156";"2000-2001";"Regular Season"
"2000020157";"2000-2001";"Regular Season"
"2000020158";"2000-2001";"Regular Season"
"2000020159";"2000-2001";"Regular Season"
"2000020160";"2000-2001";"Regular Season"
"2000020161";"2000-2001";"Regular Season"
"2000020162";"2000-2001";"Regular Season"
"2000020163";"2000-2001";"Regular Season"
"2000020164";"2000-2001";"Regular Season"
"2000020165";"2000-2001";"Regular Season"
"2000020166";"2000-2001";"Regular Season"
"2000020167";"2000-2001";"Regular Season"
"2000020168";"2000-2001";"Regular Season"
"2000020169";"2000-2001";"Regular Season"
"2000020170";"2000-2001";"Regular Season"
"2000020171";"2000-2001";"Regular Season"
"2000020172";"2000-2001";"Regular Season"
"2000020173";"2000-2001";"Regular Season"
"2000020174";"2000-2001";"Regular Season"
"2000020175";"2000-2001";"Regular Season"
"2000020176";"2000-2001";"Regular Season"
"2000020177";"2000-2001";"Regular Season"
"2000020178";"2000-2001";"Regular Season"
"2000020179";"2000-2001";"Regular Season"
"2000020180";"2000-2001";"Regular Season"
"2000020181";"2000-2001";"Regular Season"
"2000020182";"2000-2001";"Regular Season"
"2000020183";"2000-2001";"Regular Season"
"2000020184";"2000-2001";"Regular Season"
"2000020185";"2000-2001";"Regular Season"
"2000020186";"2000-2001";"Regular Season"
"2000020187";"2000-2001";"Regular Season"
"2000020188";"2000-2001";"Regular Season"
"2000020189";"2000-2001";"Regular Season"
"2000020190";"2000-2001";"Regular Season"
"2000020191";"2000-2001";"Regular Season"
"2000020192";"2000-2001";"Regular Season"
"2000020193";"2000-2001";"Regular Season"
"2000020194";"2000-2001";"Regular Season"
"2000020195";"2000-2001";"Regular Season"
"2000020196";"2000-2001";"Regular Season"
"2000020197";"2000-2001";"Regular Season"
"2000020198";"2000-2001";"Regular Season"
"2000020199";"2000-2001";"Regular Season"
"2000020200";"2000-2001";"Regular Season"
"2000020201";"2000-2001";"Regular Season"
"2000020202";"2000-2001";"Regular Season"
"2000020203";"2000-2001";"Regular Season"
"2000020204";"2000-2001";"Regular Season"
"2000020205";"2000-2001";"Regular Season"
"2000020206";"2000-2001";"Regular Season"
"2000020207";"2000-2001";"Regular Season"
"2000020208";"2000-2001";"Regular Season"
"2000020209";"2000-2001";"Regular Season"
"2000020210";"2000-2001";"Regular Season"
"2000020211";"2000-2001";"Regular Season"
"2000020212";"2000-2001";"Regular Season"
"2000020213";"2000-2001";"Regular Season"
"2000020214";"2000-2001";"Regular Season"
"2000020215";"2000-2001";"Regular Season"
"2000020216";"2000-2001";"Regular Season"
"2000020217";"2000-2001";"Regular Season"
"2000020218";"2000-2001";"Regular Season"
"2000020219";"2000-2001";"Regular Season"
"2000020220";"2000-2001";"Regular Season"
"2000020221";"2000-2001";"Regular Season"
"2000020222";"2000-2001";"Regular Season"
"2000020223";"2000-2001";"Regular Season"
"2000020224";"2000-2001";"Regular Season"
"2000020225";"2000-2001";"Regular Season"
"2000020226";"2000-2001";"Regular Season"
"2000020227";"2000-2001";"Regular Season"
"2000020228";"2000-2001";"Regular Season"
"2000020229";"2000-2001";"Regular Season"
"2000020230";"2000-2001";"Regular Season"
"2000020231";"2000-2001";"Regular Season"
"2000020232";"2000-2001";"Regular Season"
"2000020233";"2000-2001";"Regular Season"
"2000020234";"2000-2001";"Regular Season"
"2000020235";"2000-2001";"Regular Season"
"2000020236";"2000-2001";"Regular Season"
"2000020237";"2000-2001";"Regular Season"
"2000020238";"2000-2001";"Regular Season"
"2000020239";"2000-2001";"Regular Season"
"2000020240";"2000-2001";"Regular Season"
"2000020241";"2000-2001";"Regular Season"
"2000020242";"2000-2001";"Regular Season"
"2000020243";"2000-2001";"Regular Season"
"2000020244";"2000-2001";"Regular Season"
"2000020245";"2000-2001";"Regular Season"
"2000020246";"2000-2001";"Regular Season"
"2000020247";"2000-2001";"Regular Season"
"2000020248";"2000-2001";"Regular Season"
"2000020249";"2000-2001";"Regular Season"
"2000020250";"2000-2001";"Regular Season"
"2000020251";"2000-2001";"Regular Season"
"2000020252";"2000-2001";"Regular Season"
"2000020253";"2000-2001";"Regular Season"
"2000020254";"2000-2001";"Regular Season"
"2000020255";"2000-2001";"Regular Season"
"2000020256";"2000-2001";"Regular Season"
"2000020257";"2000-2001";"Regular Season"
"2000020258";"2000-2001";"Regular Season"
"2000020259";"2000-2001";"Regular Season"
"2000020260";"2000-2001";"Regular Season"
"2000020261";"2000-2001";"Regular Season"
"2000020262";"2000-2001";"Regular Season"
"2000020263";"2000-2001";"Regular Season"
"2000020264";"2000-2001";"Regular Season"
"2000020265";"2000-2001";"Regular Season"
"2000020266";"2000-2001";"Regular Season"
"2000020267";"2000-2001";"Regular Season"
"2000020268";"2000-2001";"Regular Season"
"2000020269";"2000-2001";"Regular Season"
"2000020270";"2000-2001";"Regular Season"
"2000020271";"2000-2001";"Regular Season"
"2000020272";"2000-2001";"Regular Season"
"2000020273";"2000-2001";"Regular Season"
"2000020274";"2000-2001";"Regular Season"
"2000020275";"2000-2001";"Regular Season"
"2000020276";"2000-2001";"Regular Season"
"2000020277";"2000-2001";"Regular Season"
"2000020278";"2000-2001";"Regular Season"
"2000020279";"2000-2001";"Regular Season"
"2000020280";"2000-2001";"Regular Season"
"2000020281";"2000-2001";"Regular Season"
"2000020282";"2000-2001";"Regular Season"
"2000020283";"2000-2001";"Regular Season"
"2000020284";"2000-2001";"Regular Season"
"2000020285";"2000-2001";"Regular Season"
"2000020286";"2000-2001";"Regular Season"
"2000020287";"2000-2001";"Regular Season"
"2000020288";"2000-2001";"Regular Season"
"2000020289";"2000-2001";"Regular Season"
"2000020290";"2000-2001";"Regular Season"
"2000020291";"2000-2001";"Regular Season"
"2000020292";"2000-2001";"Regular Season"
"2000020293";"2000-2001";"Regular Season"
"2000020294";"2000-2001";"Regular Season"
"2000020295";"2000-2001";"Regular Season"
"2000020296";"2000-2001";"Regular Season"
"2000020297";"2000-2001";"Regular Season"
"2000020298";"2000-2001";"Regular Season"
"2000020299";"2000-2001";"Regular Season"
"2000020300";"2000-2001";"Regular Season"
"2000020301";"2000-2001";"Regular Season"
"2000020302";"2000-2001";"Regular Season"
"2000020303";"2000-2001";"Regular Season"
"2000020304";"2000-2001";"Regular Season"
"2000020305";"2000-2001";"Regular Season"
"2000020306";"2000-2001";"Regular Season"
"2000020307";"2000-2001";"Regular Season"
"2000020308";"2000-2001";"Regular Season"
"2000020309";"2000-2001";"Regular Season"
"2000020310";"2000-2001";"Regular Season"
"2000020311";"2000-2001";"Regular Season"
"2000020312";"2000-2001";"Regular Season"
"2000020313";"2000-2001";"Regular Season"
"2000020314";"2000-2001";"Regular Season"
"2000020315";"2000-2001";"Regular Season"
"2000020316";"2000-2001";"Regular Season"
"2000020317";"2000-2001";"Regular Season"
"2000020318";"2000-2001";"Regular Season"
"2000020319";"2000-2001";"Regular Season"
"2000020320";"2000-2001";"Regular Season"
"2000020321";"2000-2001";"Regular Season"
"2000020322";"2000-2001";"Regular Season"
"2000020323";"2000-2001";"Regular Season"
"2000020324";"2000-2001";"Regular Season"
"2000020325";"2000-2001";"Regular Season"
"2000020326";"2000-2001";"Regular Season"
"2000020327";"2000-2001";"Regular Season"
"2000020328";"2000-2001";"Regular Season"
"2000020329";"2000-2001";"Regular Season"
"2000020330";"2000-2001";"Regular Season"
"2000020331";"2000-2001";"Regular Season"
"2000020332";"2000-2001";"Regular Season"
"2000020333";"2000-2001";"Regular Season"
"2000020334";"2000-2001";"Regular Season"
"2000020335";"2000-2001";"Regular Season"
"2000020336";"2000-2001";"Regular Season"
"2000020337";"2000-2001";"Regular Season"
"2000020338";"2000-2001";"Regular Season"
"2000020339";"2000-2001";"Regular Season"
"2000020340";"2000-2001";"Regular Season"
"2000020341";"2000-2001";"Regular Season"
"2000020342";"2000-2001";"Regular Season"
"2000020343";"2000-2001";"Regular Season"
"2000020344";"2000-2001";"Regular Season"
"2000020345";"2000-2001";"Regular Season"
"2000020346";"2000-2001";"Regular Season"
"2000020347";"2000-2001";"Regular Season"
"2000020348";"2000-2001";"Regular Season"
"2000020349";"2000-2001";"Regular Season"
"2000020350";"2000-2001";"Regular Season"
"2000020351";"2000-2001";"Regular Season"
"2000020352";"2000-2001";"Regular Season"
"2000020353";"2000-2001";"Regular Season"
"2000020354";"2000-2001";"Regular Season"
"2000020355";"2000-2001";"Regular Season"
"2000020356";"2000-2001";"Regular Season"
"2000020357";"2000-2001";"Regular Season"
"2000020358";"2000-2001";"Regular Season"
"2000020359";"2000-2001";"Regular Season"
"2000020360";"2000-2001";"Regular Season"
"2000020361";"2000-2001";"Regular Season"
"2000020362";"2000-2001";"Regular Season"
"2000020363";"2000-2001";"Regular Season"
"2000020364";"2000-2001";"Regular Season"
"2000020365";"2000-2001";"Regular Season"
"2000020366";"2000-2001";"Regular Season"
"2000020367";"2000-2001";"Regular Season"
"2000020368";"2000-2001";"Regular Season"
"2000020369";"2000-2001";"Regular Season"
"2000020370";"2000-2001";"Regular Season"
"2000020371";"2000-2001";"Regular Season"
"2000020372";"2000-2001";"Regular Season"
"2000020373";"2000-2001";"Regular Season"
"2000020374";"2000-2001";"Regular Season"
"2000020375";"2000-2001";"Regular Season"
"2000020376";"2000-2001";"Regular Season"
"2000020377";"2000-2001";"Regular Season"
"2000020378";"2000-2001";"Regular Season"
"2000020379";"2000-2001";"Regular Season"
"2000020380";"2000-2001";"Regular Season"
"2000020381";"2000-2001";"Regular Season"
"2000020382";"2000-2001";"Regular Season"
"2000020383";"2000-2001";"Regular Season"
"2000020384";"2000-2001";"Regular Season"
"2000020385";"2000-2001";"Regular Season"
"2000020386";"2000-2001";"Regular Season"
"2000020387";"2000-2001";"Regular Season"
"2000020388";"2000-2001";"Regular Season"
"2000020389";"2000-2001";"Regular Season"
"2000020390";"2000-2001";"Regular Season"
"2000020391";"2000-2001";"Regular Season"
"2000020392";"2000-2001";"Regular Season"
"2000020393";"2000-2001";"Regular Season"
"2000020394";"2000-2001";"Regular Season"
"2000020395";"2000-2001";"Regular Season"
"2000020396";"2000-2001";"Regular Season"
"2000020397";"2000-2001";"Regular Season"
"2000020398";"2000-2001";"Regular Season"
"2000020399";"2000-2001";"Regular Season"
"2000020400";"2000-2001";"Regular Season"
"2000020401";"2000-2001";"Regular Season"
"2000020402";"2000-2001";"Regular Season"
"2000020403";"2000-2001";"Regular Season"
"2000020404";"2000-2001";"Regular Season"
"2000020405";"2000-2001";"Regular Season"
"2000020406";"2000-2001";"Regular Season"
"2000020407";"2000-2001";"Regular Season"
"2000020408";"2000-2001";"Regular Season"
"2000020409";"2000-2001";"Regular Season"
"2000020410";"2000-2001";"Regular Season"
"2000020411";"2000-2001";"Regular Season"
"2000020412";"2000-2001";"Regular Season"
"2000020413";"2000-2001";"Regular Season"
"2000020414";"2000-2001";"Regular Season"
"2000020415";"2000-2001";"Regular Season"
"2000020416";"2000-2001";"Regular Season"
"2000020417";"2000-2001";"Regular Season"
"2000020418";"2000-2001";"Regular Season"
"2000020419";"2000-2001";"Regular Season"
"2000020420";"2000-2001";"Regular Season"
"2000020421";"2000-2001";"Regular Season"
"2000020422";"2000-2001";"Regular Season"
"2000020423";"2000-2001";"Regular Season"
"2000020424";"2000-2001";"Regular Season"
"2000020425";"2000-2001";"Regular Season"
"2000020426";"2000-2001";"Regular Season"
"2000020427";"2000-2001";"Regular Season"
"2000020428";"2000-2001";"Regular Season"
"2000020429";"2000-2001";"Regular Season"
"2000020430";"2000-2001";"Regular Season"
"2000020431";"2000-2001";"Regular Season"
"2000020432";"2000-2001";"Regular Season"
"2000020433";"2000-2001";"Regular Season"
"2000020434";"2000-2001";"Regular Season"
"2000020435";"2000-2001";"Regular Season"
"2000020436";"2000-2001";"Regular Season"
"2000020437";"2000-2001";"Regular Season"
"2000020438";"2000-2001";"Regular Season"
"2000020439";"2000-2001";"Regular Season"
"2000020440";"2000-2001";"Regular Season"
"2000020441";"2000-2001";"Regular Season"
"2000020442";"2000-2001";"Regular Season"
"2000020443";"2000-2001";"Regular Season"
"2000020444";"2000-2001";"Regular Season"
"2000020445";"2000-2001";"Regular Season"
"2000020446";"2000-2001";"Regular Season"
"2000020447";"2000-2001";"Regular Season"
"2000020448";"2000-2001";"Regular Season"
"2000020449";"2000-2001";"Regular Season"
"2000020450";"2000-2001";"Regular Season"
"2000020451";"2000-2001";"Regular Season"
"2000020452";"2000-2001";"Regular Season"
"2000020453";"2000-2001";"Regular Season"
"2000020454";"2000-2001";"Regular Season"
"2000020455";"2000-2001";"Regular Season"
"2000020456";"2000-2001";"Regular Season"
"2000020457";"2000-2001";"Regular Season"
"2000020458";"2000-2001";"Regular Season"
"2000020459";"2000-2001";"Regular Season"
"2000020460";"2000-2001";"Regular Season"
"2000020461";"2000-2001";"Regular Season"
"2000020462";"2000-2001";"Regular Season"
"2000020463";"2000-2001";"Regular Season"
"2000020464";"2000-2001";"Regular Season"
"2000020465";"2000-2001";"Regular Season"
"2000020466";"2000-2001";"Regular Season"
"2000020467";"2000-2001";"Regular Season"
"2000020468";"2000-2001";"Regular Season"
"2000020469";"2000-2001";"Regular Season"
"2000020470";"2000-2001";"Regular Season"
"2000020471";"2000-2001";"Regular Season"
"2000020472";"2000-2001";"Regular Season"
"2000020473";"2000-2001";"Regular Season"
"2000020474";"2000-2001";"Regular Season"
"2000020475";"2000-2001";"Regular Season"
"2000020476";"2000-2001";"Regular Season"
"2000020477";"2000-2001";"Regular Season"
"2000020478";"2000-2001";"Regular Season"
"2000020479";"2000-2001";"Regular Season"
"2000020480";"2000-2001";"Regular Season"
"2000020481";"2000-2001";"Regular Season"
"2000020482";"2000-2001";"Regular Season"
"2000020483";"2000-2001";"Regular Season"
"2000020484";"2000-2001";"Regular Season"
"2000020485";"2000-2001";"Regular Season"
"2000020486";"2000-2001";"Regular Season"
"2000020487";"2000-2001";"Regular Season"
"2000020488";"2000-2001";"Regular Season"
"2000020489";"2000-2001";"Regular Season"
"2000020490";"2000-2001";"Regular Season"
"2000020491";"2000-2001";"Regular Season"
"2000020492";"2000-2001";"Regular Season"
"2000020493";"2000-2001";"Regular Season"
"2000020494";"2000-2001";"Regular Season"
"2000020495";"2000-2001";"Regular Season"
"2000020496";"2000-2001";"Regular Season"
"2000020497";"2000-2001";"Regular Season"
"2000020498";"2000-2001";"Regular Season"
"2000020499";"2000-2001";"Regular Season"
"2000020500";"2000-2001";"Regular Season"
"2000020501";"2000-2001";"Regular Season"
"2000020502";"2000-2001";"Regular Season"
"2000020503";"2000-2001";"Regular Season"
"2000020504";"2000-2001";"Regular Season"
"2000020505";"2000-2001";"Regular Season"
"2000020506";"2000-2001";"Regular Season"
"2000020507";"2000-2001";"Regular Season"
"2000020508";"2000-2001";"Regular Season"
"2000020509";"2000-2001";"Regular Season"
"2000020510";"2000-2001";"Regular Season"
"2000020511";"2000-2001";"Regular Season"
"2000020512";"2000-2001";"Regular Season"
"2000020513";"2000-2001";"Regular Season"
"2000020514";"2000-2001";"Regular Season"
"2000020515";"2000-2001";"Regular Season"
"2000020516";"2000-2001";"Regular Season"
"2000020517";"2000-2001";"Regular Season"
"2000020518";"2000-2001";"Regular Season"
"2000020519";"2000-2001";"Regular Season"
"2000020520";"2000-2001";"Regular Season"
"2000020521";"2000-2001";"Regular Season"
"2000020522";"2000-2001";"Regular Season"
"2000020523";"2000-2001";"Regular Season"
"2000020524";"2000-2001";"Regular Season"
"2000020525";"2000-2001";"Regular Season"
"2000020526";"2000-2001";"Regular Season"
"2000020527";"2000-2001";"Regular Season"
"2000020528";"2000-2001";"Regular Season"
"2000020529";"2000-2001";"Regular Season"
"2000020530";"2000-2001";"Regular Season"
"2000020531";"2000-2001";"Regular Season"
"2000020532";"2000-2001";"Regular Season"
"2000020533";"2000-2001";"Regular Season"
"2000020534";"2000-2001";"Regular Season"
"2000020535";"2000-2001";"Regular Season"
"2000020536";"2000-2001";"Regular Season"
"2000020537";"2000-2001";"Regular Season"
"2000020538";"2000-2001";"Regular Season"
"2000020539";"2000-2001";"Regular Season"
"2000020540";"2000-2001";"Regular Season"
"2000020541";"2000-2001";"Regular Season"
"2000020542";"2000-2001";"Regular Season"
"2000020543";"2000-2001";"Regular Season"
"2000020544";"2000-2001";"Regular Season"
"2000020545";"2000-2001";"Regular Season"
"2000020546";"2000-2001";"Regular Season"
"2000020547";"2000-2001";"Regular Season"
"2000020548";"2000-2001";"Regular Season"
"2000020549";"2000-2001";"Regular Season"
"2000020550";"2000-2001";"Regular Season"
"2000020551";"2000-2001";"Regular Season"
"2000020552";"2000-2001";"Regular Season"
"2000020553";"2000-2001";"Regular Season"
"2000020554";"2000-2001";"Regular Season"
"2000020555";"2000-2001";"Regular Season"
"2000020556";"2000-2001";"Regular Season"
"2000020557";"2000-2001";"Regular Season"
"2000020558";"2000-2001";"Regular Season"
"2000020559";"2000-2001";"Regular Season"
"2000020560";"2000-2001";"Regular Season"
"2000020561";"2000-2001";"Regular Season"
"2000020562";"2000-2001";"Regular Season"
"2000020563";"2000-2001";"Regular Season"
"2000020564";"2000-2001";"Regular Season"
"2000020565";"2000-2001";"Regular Season"
"2000020566";"2000-2001";"Regular Season"
"2000020567";"2000-2001";"Regular Season"
"2000020568";"2000-2001";"Regular Season"
"2000020569";"2000-2001";"Regular Season"
"2000020570";"2000-2001";"Regular Season"
"2000020571";"2000-2001";"Regular Season"
"2000020572";"2000-2001";"Regular Season"
"2000020573";"2000-2001";"Regular Season"
"2000020574";"2000-2001";"Regular Season"
"2000020575";"2000-2001";"Regular Season"
"2000020576";"2000-2001";"Regular Season"
"2000020577";"2000-2001";"Regular Season"
"2000020578";"2000-2001";"Regular Season"
"2000020579";"2000-2001";"Regular Season"
"2000020580";"2000-2001";"Regular Season"
"2000020581";"2000-2001";"Regular Season"
"2000020582";"2000-2001";"Regular Season"
"2000020583";"2000-2001";"Regular Season"
"2000020584";"2000-2001";"Regular Season"
"2000020585";"2000-2001";"Regular Season"
"2000020586";"2000-2001";"Regular Season"
"2000020587";"2000-2001";"Regular Season"
"2000020588";"2000-2001";"Regular Season"
"2000020589";"2000-2001";"Regular Season"
"2000020590";"2000-2001";"Regular Season"
"2000020591";"2000-2001";"Regular Season"
"2000020592";"2000-2001";"Regular Season"
"2000020593";"2000-2001";"Regular Season"
"2000020594";"2000-2001";"Regular Season"
"2000020595";"2000-2001";"Regular Season"
"2000020596";"2000-2001";"Regular Season"
"2000020597";"2000-2001";"Regular Season"
"2000020598";"2000-2001";"Regular Season"
"2000020599";"2000-2001";"Regular Season"
"2000020600";"2000-2001";"Regular Season"
"2000020601";"2000-2001";"Regular Season"
"2000020602";"2000-2001";"Regular Season"
"2000020603";"2000-2001";"Regular Season"
"2000020604";"2000-2001";"Regular Season"
"2000020605";"2000-2001";"Regular Season"
"2000020606";"2000-2001";"Regular Season"
"2000020607";"2000-2001";"Regular Season"
"2000020608";"2000-2001";"Regular Season"
"2000020609";"2000-2001";"Regular Season"
"2000020610";"2000-2001";"Regular Season"
"2000020611";"2000-2001";"Regular Season"
"2000020612";"2000-2001";"Regular Season"
"2000020613";"2000-2001";"Regular Season"
"2000020614";"2000-2001";"Regular Season"
"2000020615";"2000-2001";"Regular Season"
"2000020616";"2000-2001";"Regular Season"
"2000020617";"2000-2001";"Regular Season"
"2000020618";"2000-2001";"Regular Season"
"2000020619";"2000-2001";"Regular Season"
"2000020620";"2000-2001";"Regular Season"
"2000020621";"2000-2001";"Regular Season"
"2000020622";"2000-2001";"Regular Season"
"2000020623";"2000-2001";"Regular Season"
"2000020624";"2000-2001";"Regular Season"
"2000020625";"2000-2001";"Regular Season"
"2000020626";"2000-2001";"Regular Season"
"2000020627";"2000-2001";"Regular Season"
"2000020628";"2000-2001";"Regular Season"
"2000020629";"2000-2001";"Regular Season"
"2000020630";"2000-2001";"Regular Season"
"2000020631";"2000-2001";"Regular Season"
"2000020632";"2000-2001";"Regular Season"
"2000020633";"2000-2001";"Regular Season"
"2000020634";"2000-2001";"Regular Season"
"2000020635";"2000-2001";"Regular Season"
"2000020636";"2000-2001";"Regular Season"
"2000020637";"2000-2001";"Regular Season"
"2000020638";"2000-2001";"Regular Season"
"2000020639";"2000-2001";"Regular Season"
"2000020640";"2000-2001";"Regular Season"
"2000020641";"2000-2001";"Regular Season"
"2000020642";"2000-2001";"Regular Season"
"2000020643";"2000-2001";"Regular Season"
"2000020644";"2000-2001";"Regular Season"
"2000020645";"2000-2001";"Regular Season"
"2000020646";"2000-2001";"Regular Season"
"2000020647";"2000-2001";"Regular Season"
"2000020648";"2000-2001";"Regular Season"
"2000020649";"2000-2001";"Regular Season"
"2000020650";"2000-2001";"Regular Season"
"2000020651";"2000-2001";"Regular Season"
"2000020652";"2000-2001";"Regular Season"
"2000020653";"2000-2001";"Regular Season"
"2000020654";"2000-2001";"Regular Season"
"2000020655";"2000-2001";"Regular Season"
"2000020656";"2000-2001";"Regular Season"
"2000020657";"2000-2001";"Regular Season"
"2000020658";"2000-2001";"Regular Season"
"2000020659";"2000-2001";"Regular Season"
"2000020660";"2000-2001";"Regular Season"
"2000020661";"2000-2001";"Regular Season"
"2000020662";"2000-2001";"Regular Season"
"2000020663";"2000-2001";"Regular Season"
"2000020664";"2000-2001";"Regular Season"
"2000020665";"2000-2001";"Regular Season"
